Title,Date,State,Total_deaths,full place name,state,latitude,longitude
"Soldiers, herdsmen in gun battle in Benue",9/6/18,Benue,5,"Guma, Benue, Nigeria",Benue,7.190399596,8.129984089
Many Boko Haram insurgents killed by soldiers,9/6/18,Borno,20,"Guzamala, Borno, Nigeria",Borno,10.62042279,12.18999467
"Herdsmen kill three cops, two others in Taraba",9/7/18,Taraba,5,"Lau, Taraba, Nigeria",Taraba,7.870409769,9.780012572
NAF destroys Boko Haram hideouts in Sambisa forest,9/7/18,Borno,5,"Gwoza, Borno, Nigeria",Borno,10.62042279,12.18999467
Many feared dead after Islamist attack in northeast Nigeria,9/7/18,Borno,8,"Guzamala, Borno, Nigeria",Borno,10.62042279,12.18999467
Senatorial aspirant’s guard kills two at Oyo festival,9/8/18,Oyo,2,"Oyo State, Oyo, Nigeria",Oyo,7.970016092,3.590002806
Gunmen kill 1 in Sapele,9/8/18,Oyo,1,"Sapele, Oyo, Nigeria",Oyo,7.970016092,3.590002806
Sporadic gunshot in Kogi as PDP delegate election turns violent,9/8/18,Kogi,0,"Lokoja, Kogi, Nigeria",Kogi,7.800388203,6.739939737
NAF says it destroyed Boko Haram’s ammunition depot in Sambisa,9/8/18,Borno,40,"Ngala, Borno, Nigeria",Borno,10.62042279,12.18999467
NAF destroys Boko Haram facilities in Borno,9/9/18,Borno,5,"Kukawa, Borno, Nigeria",Borno,10.62042279,12.18999467
Robbers kill Catholic priest in Imo,9/10/18,Imo,1,"Nkwerre, Imo, Nigeria",Imo,5.492997053,7.026003588
"Army kills 10 suspected kidnappers, bandits",9/10/18,Kaduna,10,"Chikun, Kaduna, Nigeria",Kaduna,11.0799813,7.710009724
Boko Haram attacks another military base in Borno,9/9/18,Borno,0,"Kukawa, Borno, Nigeria",Borno,10.62042279,12.18999467
Herders Kill 3 STF Personnel In Plateau​,9/7/18,Plateau,3,"Barkin Ladi, Plateau, Nigeria",Plateau,9.929973978,8.890041055
One Killed in Rivalry Cult Clash in Bauchi,9/11/18,Bauchi,1,"Baure, Bauchi, Nigeria",Bauchi,11.68040977,10.19001339
Robbers kill policeman in Owerri,9/11/18,Imo,1,"Owerri Municipal, Imo, Nigeria",Imo,5.492997053,7.026003588
Troops kill 50 terrorists in Damasak battle,9/12/18,Borno,50,"Mobbar, Borno, Nigeria",Borno,10.62042279,12.18999467
Bandits Kill 11 in Zamfara,9/12/18,Zamfara,11,"Shinkafi, Zamfara, Nigeria",Zamfara,12.1704057,6.659996296
"Two Die as Police, Anambra Youths Clash",9/12/18,Anambra,3,"Oyi, Anambra, Nigeria",Anambra,6.210433572,7.06999711
Eight perish in Nasarawa communal clash,9/13/18,Nasarawa,8,"Toto, Nasarawa, Nigeria",Nasarawa,8.490423603,8.5200378
"Pastor, 50 others die in fresh Adamawa attack; dozens held captive",9/13/18,Adamawa,51,"Numan, Adamawa, Nigeria",Adamawa,10.2703408,13.2700321
Gunmen Abduct Four Women En Route To Meeting With el-Rufai's Wife,9/13/18,Kaduna,0,"Birnin Gwari, Kaduna, Nigeria",Kaduna,11.0799813,7.710009724
Boko Haram Kills 10 In Borno,9/14/18,Borno,10,"Nganzai, Borno, Nigeria",Borno,10.62042279,12.18999467
Two herders killed in Plateau,9/14/18,Plateau,2,"Jos South, Plateau, Nigeria",Plateau,9.929973978,8.890041055
"Herdsmen raze Taraba village, kill three",9/15/18,Taraba,3,"Lau, Taraba, Nigeria",Taraba,7.870409769,9.780012572
"NAF destroys Boko Haram vehicles along Gudumbali-Tumbun Rego, axis in Borno",9/15/18,Borno,25,"Mobbar, Borno, Nigeria",Borno,10.62042279,12.18999467
"Robbers kill policeman, four others in Cross River",9/13/18,Cross River,5,"Obudu, Cross River, Nigeria",Cross River,4.960406513,8.330023558
Five killed as Boko Haram terrorists ambush troops in Borno,9/16/18,Borno,5,"Maiduguri, Borno, Nigeria",Borno,10.62042279,12.18999467
"Gunmen kill woman, two others in fresh Plateau attack",9/16/18,Plateau,3,"Jos South, Plateau, Nigeria",Plateau,9.929973978,8.890041055
Three lecturers kidnapped in Kaduna,9/16/18,Kaduna,0,"Makarfi, Kaduna, Nigeria",Kaduna,11.0799813,7.710009724
APC Supporters Attack Zamfara Governor’s Convoy,9/16/18,Zamfara,0,"Gusau, Zamfara, Nigeria",Zamfara,12.1704057,6.659996296
"Gunmen attack Doukpola, PANDEF leader, kill driver",9/16/18,Rivers,1,"Port Harcourt, Rivers, Nigeria",Rivers,4.810002257,7.010000772
Boko Haram kills abducted ICRC health worker,9/17/18,Borno,1,"Kala/Balge, Borno, Nigeria",Borno,10.62042279,12.18999467
Bandits Kill One Person in Renewed Attack on Birnin Gwari,9/17/18,Kaduna,1,"Birnin Gwari, Kaduna, Nigeria",Kaduna,11.0799813,7.710009724
"Gunmen kill 62-yr-old man, injure 3 in Plateau",9/17/18,Plateau,1,"Bassa, Plateau, Nigeria",Plateau,9.929973978,8.890041055
"Herdsmen' Kill Policeman In Delta, Leave Another Critically Injured",9/17/18,Delta,1,"Oshimili South, Delta, Nigeria",Delta,5.890427265,5.680004434
Gunmen kill Okowa’s SA on investments in Benin,9/18/18,Edo,1,"Oredo, Edo, Nigeria",Edo,6.340477314,5.620008096
Shock as Cultists allegedly kill ten students in Ambrose Alli University,9/19/18,Edo,10,"Esan West, Edo, Nigeria",Edo,6.340477314,5.620008096
"Boko Haram insurgents kill nine, burn three villages in Borno",9/19/18,Borno,9,"Konduga, Borno, Nigeria",Borno,10.62042279,12.18999467
"Two killed, scores injured in Ekiti bank raid",9/19/18,Ekiti,2,"Irepodun/Ifelodun, Ekiti, Nigeria",Ekiti,7.630372741,5.219980834
One killed as police clash with suspected robbers in Lagos,9/19/18,Lagos,1,"Ikorodu, Lagos, Nigeria",Lagos,6.443261653,3.391531071
Gunmen kidnap LG chairman’s son in Kano state,9/19/18,Kano,0,"Kiru, Kano, Nigeria",Kano,11.99997683,8.5200378
Police confirm kidnap of Borno APC chairman’s 4-yr-old son,9/19/18,Borno,0,"Maiduguri, Borno, Nigeria",Borno,10.62042279,12.18999467
10 feared dead as hoodlums disrupt APC meeting in Abia,9/19/18,Abia,10,"Osisioma, Abia, Nigeria",Abia,5.532003041,7.486002487
Ethnic Militia Kills Seven in Nasarawa Communities,9/20/18,Nasarawa,7,"Toto, Nasarawa, Nigeria",Nasarawa,8.490423603,8.5200378
Robbers stab 2 to death in Edo,9/20/18,Edo,2,"Oredo, Edo, Nigeria",Edo,6.340477314,5.620008096
One Dies During Shoot-Out In Cross River APC Secretariat,9/20/18,Cross River,1,"Obudu, Cross River, Nigeria",Cross River,4.960406513,8.330023558
"One killed, three injured as soldiers, Shiites clash in Yobe",9/21/18,Yobe,1,"Potiskum, Yobe, Nigeria",Yobe,11.74899608,11.96600457
Gunmen kill five in Benue,9/21/18,Benue,5,"Ukum, Benue, Nigeria",Benue,7.190399596,8.129984089
Police kill three suspected armed robbers in Taraba,9/22/18,Taraba,3,"Bali, Taraba, Nigeria",Taraba,7.870409769,9.780012572
12 crew members abducted as pirates attack Swiss ship off Nigerian coast,9/22/18,Rivers,0,"Port Harcourt, Rivers, Nigeria",Rivers,4.810002257,7.010000772
Three suspected armed robbers shot dead,9/22/18,Ogun,3,"Obafemi Owode, Ogun, Nigeria",Ogun,7.160427265,3.350017455
"Bandits kidnap seven in Zamfara, demand N100m",9/23/18,Zamfara,0,"Bungudu, Zamfara, Nigeria",Zamfara,12.1704057,6.659996296
"Troops rescue 146, neutralise 14 terrorists",9/24/18,Borno,14,"Gwoza, Borno, Nigeria",Borno,10.62042279,12.18999467
Thugs Inflict Machete Injury On Osun PDP Chieftain While Soliciting Support For Adeleke,9/24/18,Osun,0,"Osogbo, Osun, Nigeria",Osun,7.629959329,4.179992634
16 miners kidnapped in Kaduna,9/25/18,Kaduna,0,"Birnin Gwari, Kaduna, Nigeria",Kaduna,11.0799813,7.710009724
Suspected cultist killed during gun battle with police,9/25/18,Lagos,1,"Lagos State, Lagos, Nigeria",Lagos,6.443261653,3.391531071
"Boko Haram in nine gun trucks attack community, repelled by soldiers",9/26/18,Borno,20,"Mobbar, Borno, Nigeria",Borno,10.62042279,12.18999467
Boko Haram attacks civilian convoy in Dikwa,9/26/18,Borno,0,"Dikwa, Borno, Nigeria",Borno,10.62042279,12.18999467
Journalists Attacked in Osogbo ,9/27/18,Osun,0,"Osogbo, Osun, Nigeria",Osun,7.629959329,4.179992634
"Policeman Feared Dead, PDP Office Attacked as Brass Boils Again",9/27/18,Bayelsa,1,"Brass, Bayelsa, Nigeria",,,
"Tension In Jos As Gunmen Kill 16, Including Nine Family Members",9/28/18,Plateau,16,"Jos North, Plateau, Nigeria",Plateau,9.929973978,8.890041055
"Gunmen sacks Delta police station, kill two",9/28/18,Delta,2,"Ndokwa East, Delta, Nigeria",Delta,5.890427265,5.680004434
"Gunmen invade Benue community, kill six",9/29/18,Benue,6,"Okpokwu, Benue, Nigeria",Benue,7.190399596,8.129984089
APC Governorship Primary: One person killed in Akwa Ibom,9/29/18,Akwa Ibom,1,"Uruan, Akwa Ibom, Nigeria",Akwa Ibom,5.007996056,7.849998524
Dynamite explodes near Rivers APC secretariat,9/30/18,Rivers,0,"Port Harcourt, Rivers, Nigeria",Rivers,4.810002257,7.010000772
Boko Haram kills commander over plan to free 300 victims,9/27/18,Borno,1,", Borno, Nigeria",Borno,10.62042279,12.18999467
Gunmen kill eight in Ukum,9/28/18,Benue,8,"Ukum, Benue, Nigeria",Benue,7.190399596,8.129984089
"Seven Feared Killed, Houses Destroyed as Fresh Violence Erupts in Jos",9/30/18,Plateau,7,"Jos South, Plateau, Nigeria",Plateau,9.929973978,8.890041055
"Unijos confirms killing of one student, another missing, two injured",9/30/18,Plateau,1,"Jos South, Plateau, Nigeria",Plateau,9.929973978,8.890041055
Hoodlums Disrupt PDP Primary Election in Kwara,9/30/18,Kwara,0,"Ilorin West, Kwara, Nigeria",Kwara,8.490010192,4.549995889
Gunmen disrupt Ogun APC stakeholders meeting,10/1/18,Ogun,0,"Abeokuta South, Ogun, Nigeria",Ogun,7.160427265,3.350017455
15 Injured as APC Supporters Clash in Niger,10/1/18,Niger,0,"Suleja, Niger, Nigeria",Niger,10.4003587,5.469939737
"One Dead, Three Vehicles Damaged as Crisis Rocks Imo APC Primaries",10/1/18,Imo,1,"Mbaitoli, Imo, Nigeria",Imo,5.492997053,7.026003588
"Armed Thugs Attack Deputy Speaker, Osoba’s House Defaced",10/2/18,Ogun,0,"Ifo, Ogun, Nigeria",Ogun,7.160427265,3.350017455
"Ambode's Supporters Stay Put Despite 'Violence, Tear-Gassing' At Egbe-Idimu LCDA",10/2/18,Lagos,0,"Lagos State, Lagos, Nigeria",Lagos,6.443261653,3.391531071
Gunmen kill 14 in fresh Plateau attacks,10/2/18,Plateau,14,"Riyom, Plateau, Nigeria",Plateau,9.929973978,8.890041055
"Again, 10 Feared Dead, Houses Burnt as Jos Violence Escalates",10/2/18,Plateau,10,"Jos South, Plateau, Nigeria",Plateau,9.929973978,8.890041055
2 killed in Delta APC primaries as Uduaghan win in Delta South,10/3/18,Delta,2,"Oshimili South, Delta, Nigeria",Delta,5.890427265,5.680004434
Herdsmen kill 19 in Plateau midnight attack,10/3/18,Plateau,19,"Bassa, Plateau, Nigeria",Plateau,9.929973978,8.890041055
Herdsmen kill 6 in Barkin Ladi,10/3/18,Plateau,6,"Barkin Ladi, Plateau, Nigeria",Plateau,9.929973978,8.890041055
"Suleja LG Boss, Make, Kidnapped",10/3/18,Niger,0,"Suleja, Niger, Nigeria",Niger,10.4003587,5.469939737
Sporadic shooting recorded in Rivers PDP Reps primary,10/3/18,Rivers,0,"Etche, Rivers, Nigeria",Rivers,4.810002257,7.010000772
"One killed, many injured as rival Ebonyi APC factions clash",10/3/18,Ebonyi,1,"Ezza South, Ebonyi, Nigeria",,,
"Bianca Ojukwu, Others Flee As Gunmen Invade APGA Senatorial Primary In Anambra",10/3/18,Anambra,0,"Aguata, Anambra, Nigeria",Anambra,6.210433572,7.06999711
"Hoodlums kill one, injure scores during Lagos APC primary",10/4/18,Lagos,1,"Epe, Lagos, Nigeria",Lagos,6.443261653,3.391531071
Another four killed in fresh Plateau killing,10/4/18,Plateau,4,"Bassa, Plateau, Nigeria",Plateau,9.929973978,8.890041055
"10 Injured, 20 Vehicles Damaged As Benue PDP Primary Turns Bloody",10/4/18,Benue,0,"Makurdi, Benue, Nigeria",Benue,7.190399596,8.129984089
"Troops neutralise 5 insurgents, recover 4 AK 47",10/5/18,Borno,5,"Madagali, Borno, Nigeria",Borno,10.62042279,12.18999467
NUJ official dies during robbery attack in Ebonyi,10/5/18,Ebonyi,1,"Ishielu, Ebonyi, Nigeria",,,
Journalists Attacked at Kwara APC Guber Primaries,10/6/18,Kwara,0,"Ilorin West, Kwara, Nigeria",Kwara,8.490010192,4.549995889
Police Tear-gas PDP Supporters In Bayelsa,10/7/18,Bayelsa,0,"Yenagoa, Bayelsa, Nigeria",,,
Troops 'Kill 76' Boko Haram Insurgents But 'Lose 18' Soldiers In Borno,10/8/18,Borno,94,"Abadam, Borno, Nigeria",Borno,10.62042279,12.18999467
APC Youths Set Akwa Ibom Police Station Ablaze over Imposition of Candidate,10/8/18,Akwa Ibom,0,"Okobo, Akwa Ibom, Nigeria",Akwa Ibom,5.007996056,7.849998524
"Gunmen kill soldier, abduct 21-year old girl in Jos",10/9/18,Plateau,1,"Jos North, Plateau, Nigeria",Plateau,9.929973978,8.890041055
"Gunmen Abduct Oil Workers, Two Others in Bayelsa",10/4/18,Bayelsa,0,"Southern Ijaw, Bayelsa, Nigeria",,,
17 Feared Dead as Two Communities Clash in Kogi,10/9/18,Kogi,17,"Bassa, Kogi, Nigeria",Kogi,7.800388203,6.739939737
"Troops infiltrate Boko Haram camp in Kaltunbare, kill 3 terrorists",10/10/18,Borno,3,"Dikwa, Borno, Nigeria",Borno,10.62042279,12.18999467
Boko Haram attack leaves 8 Chadian soldiers dead; 48 militants killed,10/10/18,Borno,56,"Kukawa, Borno, Nigeria",Borno,10.62042279,12.18999467
Protesters burn four houses in Plateau,10/11/18,Plateau,0,"Langtang South, Plateau, Nigeria",Plateau,9.929973978,8.890041055
Gunmen attack Akwa Ibom governor’s former aide,10/11/18,Akwa Ibom,0,"Itu, Akwa Ibom, Nigeria",Akwa Ibom,5.007996056,7.849998524
"Boko Haram sect members “neutralised”, wound 6 soldiers in repell attack",10/12/18,Borno,40,"Mobbar, Borno, Nigeria",Borno,10.62042279,12.18999467
One killed as hoodlums attack governor’s convoy,10/13/18,Sokoto,1,"Sokoto South, Sokoto, Nigeria",Sokoto,13.06001548,5.240031289
"One bandit killed, informant arrested",10/13/18,Kaduna,1,"Giwa, Kaduna, Nigeria",Kaduna,11.0799813,7.710009724
"Retired Naval Captain dies in kidnappers’ den, as mob sets hideout ablaze",10/13/18,Delta,1,"Isoko South, Delta, Nigeria",Delta,5.890427265,5.680004434
Army confirms soldier killed in Edo,10/12/18,Edo,1,"Ovia South-West, Edo, Nigeria",Edo,6.340477314,5.620008096
Boko Haram Executes Aid Worker Hauwa Liman,10/14/18,,1,", , Nigeria",,,
20 feared killed in Edo cult clash,10/14/18,Edo,20,"Oredo, Edo, Nigeria",Edo,6.340477314,5.620008096
"Cult war claims one civilian, two cultists in Bayelsa",10/14/18,Bayelsa,3,"Ogbia, Bayelsa, Nigeria",,,
Five killed in militia attack on travellers in Adamawa,10/15/18,Adamawa,5,"Demsa, Adamawa, Nigeria",Adamawa,10.2703408,13.2700321
"NAF decimates Boko Haram hideout in Bogum, Borno",10/15/18,Borno,5,"Mobbar, Borno, Nigeria",Borno,10.62042279,12.18999467
"
Troops 'Rescue' 12 Abducted By Boko Haram, neutralize 2 BHT",10/15/18,Borno,2,"Maiduguri, Borno, Nigeria",Borno,10.62042279,12.18999467
Suspected cultists kill policeman in Bayelsa,10/14/18,Bayelsa,1,"Yenagoa, Bayelsa, Nigeria",,,
Kidnappers abduct female police superintendent in Delta,10/15/18,Delta,0,"Oshimili South, Delta, Nigeria",Delta,5.890427265,5.680004434
"Panic as cultists murder Rivers monarch, behead 2 others",10/15/18,Rivers,3,"Emuoha, Rivers, Nigeria",Rivers,4.810002257,7.010000772
At least 30 bandits dead in Niger/Nigeria crackdown on criminal gangs,10/15/18,Maradi,30,", Maradi, Nigeria",,,
Five killed in Ebonyi/Benue land dispute,10/16/18,Ebonyi,5,"Ebonyi, Ebonyi, Nigeria",,,
"Gunmen kill two mobile policemen, civilian in Kaduna",10/17/18,Kaduna,3,"Chikun, Kaduna, Nigeria",Kaduna,11.0799813,7.710009724
"Nigerian police foil bank robbery attempt, kill two in gun duel",10/18/18,Nasarawa,2,"Lafia, Nasarawa, Nigeria",Nasarawa,8.490423603,8.5200378
Gunmen kill Ekiti APC treasurer,10/16/18,Ekiti,1,"Moba, Ekiti, Nigeria",Ekiti,7.630372741,5.219980834
Okada riders bloody clash throws Lagos community in disarray,10/17/18,Lagos,0,"Lagos State, Lagos, Nigeria",Lagos,6.443261653,3.391531071
2 suspected cultists die as political thugs clash in Lagos ,10/17/18,Lagos,2,"Lagos State, Lagos, Nigeria",Lagos,6.443261653,3.391531071
"Militia kill policeman, four others in Zaki Biam",10/18/18,Benue,5,"Ukum, Benue, Nigeria",Benue,7.190399596,8.129984089
"Woman Killed, Others Injured as Soldiers Allegedly Raid Plateau Community over Gen. Alkali",10/18/18,Plateau,1,"Jos South, Plateau, Nigeria",Plateau,9.929973978,8.890041055
55 killed in Kasuwan Magani crisis,10/18/18,Kaduna,55,"Kajuru, Kaduna, Nigeria",Kaduna,11.0799813,7.710009724
"
Police confirm killing of 4, kidnap of Chieftain, wife in Kaduna",10/19/18,Kaduna,4,"Kachia, Kaduna, Nigeria",Kaduna,11.0799813,7.710009724
Boko Haram kills 12 farmers in Borno,10/20/18,Borno,12,"Maiduguri, Borno, Nigeria",Borno,10.62042279,12.18999467
Boko Haram sacks three communities in Borno,10/20/18,Borno,2,"Konduga, Borno, Nigeria",Borno,10.62042279,12.18999467
"Gunmen abduct journalist, friend",10/20/18,Nasarawa,0,"Keffi, Nasarawa, Nigeria",Nasarawa,8.490423603,8.5200378
"13 killed as military, ‘Gana’ gang engage in gun duel",10/21/18,Benue,13,"Ukum, Benue, Nigeria",Benue,7.190399596,8.129984089
"Gunmen kidnap twins, five others",10/21/18,Zamfara,0,"Zurmi, Zamfara, Nigeria",Zamfara,12.1704057,6.659996296
"23 killed, 17 injured in Kaduna crisis",10/21/18,Kaduna,23,"Kaduna South, Kaduna, Nigeria",Kaduna,11.0799813,7.710009724
"Hoodlums invade Delta police station, assault DPO, DCO",10/21/18,Delta,0,"Oshimili South, Delta, Nigeria",Delta,5.890427265,5.680004434
Man stabbed to death in Delta communal leadership tussle,10/21/18,Delta,1,"Ughelli South, Delta, Nigeria",Delta,5.890427265,5.680004434
Boko Haram jihadists kill two in Borno town,10/22/18,Borno,2,"Chibok, Borno, Nigeria",Borno,10.62042279,12.18999467
"Soldiers kill one, injure two over parking space",10/22/18,Plateau,1,"Jos North, Plateau, Nigeria",Plateau,9.929973978,8.890041055
"Nine killed, many injured in Delta communal clash",10/22/18,Delta,9,"Udu, Delta, Nigeria",Delta,5.890427265,5.680004434
Mob sets three suspected robbers ablaze in Akwa Ibom,10/23/18,Akwa Ibom,3,"Obot Akara, Akwa Ibom, Nigeria",Akwa Ibom,5.007996056,7.849998524
Dozens ‘Killed’ In Adamawa After Murder Of Three Vigilantes,10/23/18,Adamawa,24,", Adamawa, Nigeria",Adamawa,10.2703408,13.2700321
"Air Force destroys Boko Haram logistics base, vehicles in Borno",10/23/18,Borno,5,"Abadam, Borno, Nigeria",Borno,10.62042279,12.18999467
"Gunmen kidnap five corpers, two others in Imo",10/24/18,Imo,0,"Ohaji/Egbema, Imo, Nigeria",Imo,5.492997053,7.026003588
Abonema community leaders kidnapped in waterways,10/24/18,Rivers,0,"Akuku-Toru, Rivers, Nigeria",Rivers,4.810002257,7.010000772
Police kill robbery suspect in Nasarawa state,10/24/18,Nasarawa,1,"Obi, Nasarawa, Nigeria",Nasarawa,8.490423603,8.5200378
Troops 'Kill' Two Boko Haram Insurgents At Borno Checkpoint,10/25/18,Borno,2,"Konduga, Borno, Nigeria",Borno,10.62042279,12.18999467
"Gunmen in military uniform attack Taraba communities, kill cows",10/25/18,Taraba,0,"Lau, Taraba, Nigeria",Taraba,7.870409769,9.780012572
"Suspected herdsmen kill three, chase returning IDPs from their homes in Benue",10/25/18,Benue,3,"Guma, Benue, Nigeria",Benue,7.190399596,8.129984089
Kidnapped Kaduna traditional ruler killed by kidnappers,10/25/18,Kaduna,1,"Kachia, Kaduna, Nigeria",Kaduna,11.0799813,7.710009724
"Troops kill 35 criminals in 2 weeks, arrest 98",10/25/18,,37,", , Nigeria",,,
One killed as Kaduna Govt. imposes curfew on Kasuwan Magani community,10/25/18,Kaduna,1,"Kajuru, Kaduna, Nigeria",Kaduna,11.0799813,7.710009724
Gunmen abduct five Catholic nuns in Delta,10/26/18,Delta,0,"Ika South, Delta, Nigeria",Delta,5.890427265,5.680004434
"Three killed, seven injured as gunmen open fire in Taraba cattle market",10/27/18,Taraba,3,"Lau, Taraba, Nigeria",Taraba,7.870409769,9.780012572
Five Shi'ites Killed In Clash With Army Ahead Of 'Arbaeen Symbolic Trek',10/27/18,Federal Capital Territory,5,"Gwagwalada, Federal Capital Territory, Nigeria",Federal Capital Territory,9.083333149,7.533328002
Scores killed as Boko Haram attacks military base in Borno,10/27/18,Borno,41,"Mobbar, Borno, Nigeria",Borno,10.62042279,12.18999467
"Pirates seize eight Polish crew, three others from ship off Nigeria coast",10/27/18,Rivers,0,"Bonny, Rivers, Nigeria",Rivers,4.810002257,7.010000772
"Enugu APC chair escapes assassination, police aide shot",10/27/18,Enugu,0,"Enugu South, Enugu, Nigeria",Enugu,6.867034321,7.383362995
"Police kill kidnap suspects, rescue victim",10/27/18,Imo,2,"Aboh Mbaise, Imo, Nigeria",Imo,5.492997053,7.026003588
Three killed as Benue rival cult groups clash,10/26/18,Benue,3,"Oturkpo, Benue, Nigeria",Benue,7.190399596,8.129984089
"Bandits kill policeman, 5 others in Zamfara",10/26/18,Zamfara,6,"Zurmi, Zamfara, Nigeria",Zamfara,12.1704057,6.659996296
Eight feared dead as rival youth groups clash in Lagos Island,10/28/18,Lagos,8,"Lagos Island, Lagos, Nigeria",Lagos,6.443261653,3.391531071
"Gunmen kidnap naval personnel in Delta, demand N5m ransom",10/29/18,Delta,0,"Okpe, Delta, Nigeria",Delta,5.890427265,5.680004434
Nigerian Shi'ite group says 35 killed when security forces fired upon protests,10/29/18,Federal Capital Territory,45,", Federal Capital Territory, Nigeria",Federal Capital Territory,9.083333149,7.533328002
Ekiti lawmaker killed by unknown gunmen,10/29/18,Ondo,1,"Akure South, Ondo, Nigeria",Ondo,7.250395934,5.199982054
Nigerian Shi'ite group says 7 killed when security forces fired upon protests,10/30/18,Federal Capital Territory,7,", Federal Capital Territory, Nigeria",Federal Capital Territory,9.083333149,7.533328002
Gunmen Kidnap Another Professor In Adamawa,10/30/18,Adamawa,0,"Yola South, Adamawa, Nigeria",Adamawa,10.2703408,13.2700321
"Armed herdsmen allegedly occupy, destroy 750 hectares of firm’s rice farm in Taraba",10/30/18,Taraba,0,"Lau, Taraba, Nigeria",Taraba,7.870409769,9.780012572
15 confirmed killed as Boko Haram attacks Borno IDP camp,10/31/18,Borno,15,"Konduga, Borno, Nigeria",Borno,10.62042279,12.18999467
Gunmen kidnap Two Katsina Councilors ,10/31/18,Katsina,0,"Safana, Katsina, Nigeria",Katsina,11.5203937,7.320007689
Gunmen abduct three health workers in Nasarawa,11/1/18,Nasarawa,0,"Toto, Nasarawa, Nigeria",Nasarawa,8.490423603,8.5200378
Gunmen abduct three-day -old baby in Owerri,11/1/18,Imo,0,"Owerri Municipal, Imo, Nigeria",Imo,5.492997053,7.026003588
"Gunmen abduct ex-NBA chairman, kill wife, demand N50m",11/4/18,Edo,1,"Uhunmwonde, Edo, Nigeria",Edo,6.340477314,5.620008096
"Boko Haram 'Kills' Some Soldiers, 'Injures' An Officer In Raid On Borno Town",11/5/18,Borno,5,"Kukawa, Borno, Nigeria",Borno,10.62042279,12.18999467
"One killed as soldiers, protesting youths clash in Rivers",11/5/18,Rivers,1,"Obio/Akpor, Rivers, Nigeria",Rivers,4.810002257,7.010000772
Civilian JTF Kill 8 Boko Haram Terrorists In Borno ,11/5/18,Borno,8,"Gubio, Borno, Nigeria",Borno,10.62042279,12.18999467
"Gunmen abduct Kogi Speaker’s brother, wife, two others",11/5/18,Kogi,0,"Lokoja, Kogi, Nigeria",Kogi,7.800388203,6.739939737
Gunmen Kidnap Four Catholic Priests In Delta,11/6/18,Delta,0,"Ethiope East, Delta, Nigeria",Delta,5.890427265,5.680004434
"Gunmen kill businessman, abduct daughter in Katsina",11/6/18,Katsina,1,"Kankia, Katsina, Nigeria",Katsina,11.5203937,7.320007689
One university student killed in Benue cult clash,11/6/18,Benue,1,"Makurdi, Benue, Nigeria",Benue,7.190399596,8.129984089
"Fighter Jets, Helicopters Bomb Boko Haram Camps in Borno",11/6/18,Borno,5,", Borno, Nigeria",Borno,10.62042279,12.18999467
One university student killed in Benue cult clash,11/7/18,Benue,1,"Makurdi, Benue, Nigeria",Benue,7.190399596,8.129984089
"Gunmen Abduct Ondo ADC Chairman, Senatorial Candidate, three others",11/7/18,Ondo,0,"Akoko North-East, Ondo, Nigeria",Ondo,7.250395934,5.199982054
One killed as Customs apprehend smuggled military truck,11/7/18,Ogun,1,"Egbado South, Ogun, Nigeria",Ogun,7.160427265,3.350017455
Army Repels Boko Haram Attack in Yobe,11/8/18,Yobe,0,"Gujba, Yobe, Nigeria",Yobe,11.74899608,11.96600457
Outrage in Bayelsa as cultists go on rampage shot dead 16-year-old,11/8/18,Bayelsa,1,"Yenagoa, Bayelsa, Nigeria",,,
"One Soldier, Eight Civilians Killed As Boko Haram Rains Bullets On Convoy",11/8/18,Borno,9,"Ngala, Borno, Nigeria",Borno,10.62042279,12.18999467
Journalists Chased Out With Broken Bottles As Hoodlums Take Over Ondo Assembly,11/9/18,Ondo,0,"Akure South, Ondo, Nigeria",Ondo,7.250395934,5.199982054
"NAF neutralises Boko Haram in Talala, Borno",11/9/18,Borno,5,"Damboa, Borno, Nigeria",Borno,10.62042279,12.18999467
Hundreds flee Maiduguri suburb as Boko Haram attacks,11/10/18,Borno,0,"Maiduguri, Borno, Nigeria",Borno,10.62042279,12.18999467
"Boko Haram steals 200 cows, 300 sheep, goats in Borno community",11/10/18,Borno,1,"Jere, Borno, Nigeria",Borno,10.62042279,12.18999467
Two killed in fresh Plateau attack,11/11/18,Plateau,2,"Barkin Ladi, Plateau, Nigeria",Plateau,9.929973978,8.890041055
"Hoodlums Kill Policeman, Cart Away Rifles In Delta",11/10/18,Delta,1,"Oshimili South, Delta, Nigeria",Delta,5.890427265,5.680004434
"C’River village head, 11 others feared killed in multiple inter-communal clashes",11/11/18,Cross River,12,"Odukpani, Cross River, Nigeria",Cross River,4.960406513,8.330023558
Police Afraid Of Attack' As 'Herdsmen' Kill Seven Farmers In Kaduna,11/9/18,Kaduna,7,"Birnin Gwari, Kaduna, Nigeria",Kaduna,11.0799813,7.710009724
Two High-Profile Boko Haram Commanders 'Killed' By Soldiers In Borno,11/9/18,Borno,2,"Damboa, Borno, Nigeria",Borno,10.62042279,12.18999467
"Troops kill two terrorists, rescue 16 captives in Borno",11/12/18,Borno,2,"Gwoza, Borno, Nigeria",Borno,10.62042279,12.18999467
Dozens missing after Boko Haram kills 16 in Nigeria,11/12/18,Borno,16,"Monguno, Borno, Nigeria",Borno,10.62042279,12.18999467
